"Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSComputerName","RunspaceId","PSShowComputerName"
"Fuel.Service","1296","services","712","AMD FUEL Service [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:05.4165515","0.0625","00:00:00.0625000",,"0",,"C:\Program Files\ATI Technologies\ATI.ACE\Fuel\Fuel.Service.exe","5640192","5.38 MB","4429AF6444D16133785E9E9AC6AE2CFF5D02F62A5EC4574C12354315EC9E52E4",,"NotSigned",,"Advanced Micro Devices, Inc.","AMD Fuel Service","1.0.0.0","AMD Fuel Service","Fuel.Service.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll RPCRT4.dll POWRPROF.dll VERSION.dll WTSAPI32.dll USER32.dll ADVAPI32.dll SHELL32.dll ole32.dll OLEAUT32.dll MSVCP110.dll MSVCR110.dll SspiCli.dll msvcrt.dll GDI32.dll sechost.dll combase.dll SHLWAPI.dll SHCORE.dll profapi.dll Fuel.Container.Wlan.dll wlanapi.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll","28","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","5","6084","104","104","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"remoting_host","1508","services","712","chromoting [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:05.3071518","0.078125","00:00:00.0781250",,"0",,"C:\Program Files (x86)\Google\Chrome Remote Desktop\79.0.3945.10\remoting_host.exe","7987200","7.62 MB","5C5E091167F1A31DFDB668A35DECA5640FFA04B78657232821A712ACD19A064B","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google Inc.","Chrome Remote Desktop","79.0.3945.10","Host Process","remoting_host.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","5","1004","152","152","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"officeclicktorun","1868","services","712","ClickToRunSvc [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:05.2008459","0.953125","00:00:00.9531250",,"0",,"C:\Program Files\Microsoft Office 15\ClientX64\OfficeClickToRun.exe","42455040","40.49 MB","F23CB4BAD530E4509957654A36ED3DB6404874846662C321359C414F96CDCAAB","9DC17888B5CFAD98B3CB35C1994E96227F061675","Valid","Microsoft Corporation","Microsoft Corporation","Microsoft Office","15.0.5119.1000","Microsoft Office Click-to-Run","OfficeClickToRun.exe ntdll.dll kernel32.dll KERNELBASE.dll SbieDll.dll PSAPI.DLL ADVAPI32.dll ole32.dll MSVCR100.dll MSVCP100.dll c2rui.dll GDI32.dll OLEAUT32.dll RPCRT4.dll WS2_32.dll RstrtMgr.DLL VERSION.dll WINTRUST.dll WTSAPI32.dll ApiClient.dll IPHLPAPI.DLL Cabinet.dll SETUPAPI.dll msvcrt.dll sechost.dll combase.dll USER32.dll gdiplus.dll SspiCli.dll NSI.dll ncrypt.dll SHLWAPI.dll CRYPT32.dll MSASN1.dll WINNSI.DLL CFGMGR32.dll bcrypt.dll NTASN1.dll SboxHostDll.dll USERENV.dll profapi.dll IMM32.DLL MSCTF.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll StreamServer.dll msdelta.dll cryptsp.dll rsaenh.dll AppVIsvApi.dll APPVPOLICY.dll AppVOrchestration.dll AppVIsvStreamingManager.dll APPVMANIFEST.dll SHELL32.dll AppVCatalog.dll AppVIsvVirtualization.dll AppVIntegration.dll AppVIsvSubsystemController.dll APPVFILESYSTEMMETADATA.dll WINSTA.dll clbcatq.dll netprofm.dll POWRPROF.DLL npmproxy.dll msxml6.dll shcore.dll WININET.dll iertutil.dll WINHTTP.dll webio.dll mswsock.dll DNSAPI.dll rasadhlp.dll imagehlp.dll gpapi.dll cryptnet.dll WLDAP32.dll DEVRTL.dll urlmon.dll Secur32.dll sppc.dll","83","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","10","2188","482","482","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"remoting_host","1696","remoting_host","1508",,"1/7/2020 12:20:11 AM","01:06:05.1852058","4.3125","00:00:04.3125000","[Established] 192.168.68.124;1872 <--> 172.217.215.95;443 [12/31/1600 19:00:00]
[Established] 192.168.68.124;1871 <--> 172.217.215.95;443 [12/31/1600 19:00:00]
[Established] 192.168.68.124;1689 <--> 172.217.0.170;443 [12/31/1600 19:00:00]","3",,"C:\Program Files (x86)\Google\Chrome Remote Desktop\79.0.3945.10\remoting_host.exe","16797696","16.02 MB","5C5E091167F1A31DFDB668A35DECA5640FFA04B78657232821A712ACD19A064B","CB7E84887F3C6015FE7EDFB4F8F36DF7DC10590E","Valid","Google LLC","Google Inc.","Chrome Remote Desktop","79.0.3945.10","Host Process","remoting_host.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","18","4660","400","400","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"svchost","2128","services","712","DiagTrack [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:05.0992464","0.09375","00:00:00.0937500",,"0",,"C:\Windows\System32\svchost.exe","11313152","10.79 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","DF3B9B7E5AEA1AA0B82EA25F542A6A00963AB890","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll diagtrack.dll advapi32.dll shcore.dll powrprof.dll CRYPT32.dll bcrypt.dll OLEAUT32.dll CRYPTSP.dll XmlLite.dll MSASN1.dll wkscli.dll netutils.dll Wtsapi32.dll WINSTA.dll WINHTTP.dll Netapi32.dll srvcli.dll aepic.dll SHLWAPI.dll SHELL32.dll iertutil.dll clbcatq.dll rsaenh.dll USERENV.dll profapi.dll Windows.Security.Authentication.OnlineId.dll DPAPI.DLL actxprxy.dll","42","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","9","4976","206","206","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"dasHost","2164","svchost","888",,"1/7/2020 12:20:11 AM","01:06:05.0800923","0.015625","00:00:00.0156250",,"0",,"C:\Windows\system32\dashost.exe","4337664","4.14 MB","96C8F4B3E1F325DCD1EE5AE1FEC78562D115099A731934AEADC3E49EF19A720D","DF3B9B7E5AEA1AA0B82EA25F542A6A00963AB890","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.17415","Device Association Framework Provider Host","dashost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll RPCRT4.dll sechost.dll cfgmgr32.dll SspiCli.dll CRYPTBASE.dll bcryptPrimitives.dll dafupnp.dll OLEAUT32.dll IPHLPAPI.DLL WS2_32.dll bcrypt.dll combase.dll WINHTTP.dll SSDPAPI.dll deviceassociation.dll NSI.dll WINNSI.DLL kernel.appcore.dll","23","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","2","5156","138","138","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"sqlwriter","2232","services","712","SQLWriter [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:05.0332190","0.03125","00:00:00.0312500",,"0",,"C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe","6193152","5.91 MB","94944F996F2F73233A96F8E766606EA5CCC7142EA2AF4BCEFD2603578F2B4A4A","AC1FD0922A4A2A6E5779ACDD628747C28394B0B9","Valid","Microsoft Corporation","Microsoft Corporation","Microsoft SQL Server","11.0.3000.0","SQL Server VSS Writer - 64 Bit","sqlwriter.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll ADVAPI32.dll MSVCR100.dll ole32.dll USER32.dll msvcrt.dll sechost.dll RPCRT4.dll combase.dll GDI32.dll SspiCli.dll psapi.dll sqlwvss.dll MSVCP100.dll OLEAUT32.dll VSSAPI.DLL VssTrace.DLL DSROLE.dll WS2_32.dll bcd.dll NSI.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll samcli.dll netutils.dll SAMLIB.dll clbcatq.dll es.dll CRYPTSP.dll rsaenh.dll bcrypt.dll PROPSYS.dll","36","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","3","4676","100","100","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"svchost","2296","services","712","stisvc [Auto Start By NT Authority\LocalService]
","1/7/2020 12:20:11 AM","01:06:04.9756705","0.03125","00:00:00.0312500",,"0",,"C:\Windows\system32\svchost.exe","6639616","6.33 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","DF3B9B7E5AEA1AA0B82EA25F542A6A00963AB890","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll wiaservc.dll msvcrt.dll ADVAPI32.dll USER32.dll OLEAUT32.dll ole32.dll VERSION.dll GDI32.dll combase.dll wiatrace.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll msv1_0.DLL cryptdll.dll powrprof.dll cfgmgr32.dll clbcatq.dll SETUPAPI.dll CRYPTSP.dll DEVOBJ.dll rsaenh.dll bcrypt.dll WSDCHNGR.DLL deviceassociation.dll WINTRUST.dll CRYPT32.dll MSASN1.dll FunDisc.dll XmlLite.dll fdPnp.dll ATL.DLL","39","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","7","4984","143","143","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"synergyd","2324","services","712","Synergy [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:04.9756705","8.890625","00:00:08.8906250","[Listen] 127.0.0.1;24801 <--> 0.0.0.0;0 [12/31/1600 19:00:00]","1",,"C:\Program Files\Synergy\synergyd.exe","5296128","5.05 MB","DB5A95B25A6DAA0C5413531DF1CE4A89C8749923BDD98F36BEACAEDC892457EF","EE81DE2AD245AE0FFDD2198D710152F0CB83C939","Valid","Symless Ltd.",,,,,"synergyd.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll MSVCP100.dll MSVCR100.dll USER32.dll WTSAPI32.dll USERENV.dll PSAPI.DLL SHELL32.dll ADVAPI32.dll GDI32.dll msvcrt.dll RPCRT4.dll profapi.dll combase.dll SHLWAPI.dll sechost.dll SspiCli.dll ws2_32.dll NSI.dll mswsock.dll sas.dll apphelp.dll","25","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","8","4476","2994","2994","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"Sysmon","2416","services","712","Sysmon [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:04.9324018","95.046875","00:01:35.0468750",,"0",,"C:\Windows\Sysmon.exe","17850368","17.02 MB","981792616E29B07CA33749E4F3DA9769A850C61CED86F71716E0AF475BBD2DF1","C82273A065EC470FB1EBDE846A91E6FFB29E9C12","Valid","Microsoft Corporation","Sysinternals - www.sysinternals.com","Sysinternals Sysmon","10.2","System activity monitor","Sysmon.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll tdh.dll USERENV.dll VERSION.dll NETAPI32.dll WS2_32.dll MPR.dll WTSAPI32.dll ole32.dll USER32.dll GDI32.dll COMDLG32.dll ADVAPI32.dll OLEAUT32.dll CRYPT32.dll Secur32.dll msvcrt.dll SECHOST.dll RPCRT4.dll profapi.dll netutils.dll srvcli.dll wkscli.dll NSI.dll combase.dll SHLWAPI.dll COMCTL32.dll SHELL32.dll MSASN1.dll SspiCli.dll BROWCLI.DLL SHCORE.DLL kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll clbcatq.dll wbemprox.dll wbemcomn.dll bcrypt.dll CRYPTSP.dll rsaenh.dll wbemsvc.dll fastprox.dll DSPARSE.dll Wintrust.dll imagehlp.dll ncrypt.dll NTASN1.dll gpapi.dll cryptnet.dll WLDAP32.dll IPHLPAPI.DLL WINNSI.DLL WINHTTP.dll dhcpcsvc6.DLL dhcpcsvc.DLL webio.dll mswsock.dll DNSAPI.dll rasadhlp.dll fwpuclnt.dll WINSTA.dll napinsp.dll pnrpnsp.dll NLAapi.dll winrnr.dll","69","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","10","2468","362","362","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"vmnat","2548","services","712","VMware NAT Service [Auto Start By LocalSystem]
","1/7/2020 12:20:11 AM","01:06:04.8636264","0.265625","00:00:00.2656250",,"0",,"C:\WINDOWS\SYSWOW64\VMNAT.EXE","4968448","4.74 MB","4B6C8D82324314294AE439ACDE933E6C8E77635ADE933BC52A0CD9A68927702D","968970C359F148B1F3670A41C48B4DC47B1478A9","Valid","VMware","VMware, Inc.","VMware Workstation","10.0.3 build-1895310","VMware NAT Service","VMNAT.EXE ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","5","2208","97","97","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"MsMpEng","1512","services","712","WinDefend [Auto Start By LocalSystem]
","1/7/2020 12:20:41 AM","01:05:34.8314270","139.1875","00:02:19.1875000",,"0",,,"174845952","166.75 MB",,,,,,,,,,"0","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","38",,"551","551","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"vmware-authd","2852","services","712","VMAuthdService [Auto Start By LocalSystem]
","1/7/2020 12:20:41 AM","01:05:34.7846134","6.0625","00:00:06.0625000","[Listen] 0.0.0.0;912 <--> 0.0.0.0;0 [12/31/1600 19:00:00]
[Listen] 0.0.0.0;902 <--> 0.0.0.0;0 [12/31/1600 19:00:00]","2",,"C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe","9097216","8.68 MB","EE003EF7A3EC49CFEF2EED841482721D7A89368967BFC44CE8DD9D3BDAF0572F","968970C359F148B1F3670A41C48B4DC47B1478A9","Valid","VMware","VMware, Inc.","VMware Workstation","10.0.3 build-1895310","VMware Authorization Service","vmware-authd.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","7","3144","245","245","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"unsecapp","2724","svchost","812",,"1/7/2020 12:20:42 AM","01:05:34.6595620","0.015625","00:00:00.0156250",,"0",,"C:\Windows\system32\wbem\unsecapp.exe","4833280","4.61 MB","BA299CDDBACB9DDBD1981ED1315DC7804A94B169371B5B3E3C956CB2A9EA56C3","E85459B23C232DB3CB94C7A56D47678F58E8E51E","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.10586.117","Sink to receive asynchronous callbacks for WMI client application","unsecapp.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll combase.dll wbemcomn.dll sechost.dll RPCRT4.dll bcrypt.dll WS2_32.dll SspiCli.dll NSI.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll clbcatq.dll CRYPTSP.dll rsaenh.dll ole32.dll wbemsvc.dll fastprox.dll","24","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","2","2620","86","86","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"vmnetdhcp","2720","services","712","VMnetDHCP [Auto Start By LocalSystem]
","1/7/2020 12:20:42 AM","01:05:34.6439904","0.03125","00:00:00.0312500",,"0",,"C:\WINDOWS\SYSWOW64\VMNETDHCP.EXE","10522624","10.04 MB","07A4BE681C0C0B23CBD5C05715DAA887D4DDE6D99251BC5D748F321940C23315","968970C359F148B1F3670A41C48B4DC47B1478A9","Valid","VMware","VMware, Inc.","VMware Workstation","10.0.3 build-1895310","VMware VMnet DHCP service","VMNETDHCP.EXE ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","3","2712","48","48","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"vmware-usbarbitrator64","3032","services","712","VMUSBArbService [Auto Start By LocalSystem]
","1/7/2020 12:20:42 AM","01:05:34.6283631","0.046875","00:00:00.0468750",,"0",,"C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe","7888896","7.52 MB","95995542026CC111B8FFAA01AC9E55B2F942A9108F5F00502A35339C13BBF20D","968970C359F148B1F3670A41C48B4DC47B1478A9","Valid","VMware","VMware, Inc.","VMware USB Arbitration Service","12.1.17 build-1637009","VMware USB Arbitration Service","vmware-usbarbitrator64.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll MSVCR90.dll ADVAPI32.dll ole32.dll OLEAUT32.dll SETUPAPI.dll SHELL32.dll USER32.dll WS2_32.dll msvcrt.dll sechost.dll RPCRT4.dll combase.dll GDI32.dll CFGMGR32.dll SHLWAPI.dll NSI.dll SspiCli.dll SHCORE.dll profapi.dll ntmarta.dll DEVOBJ.dll WINTRUST.dll CRYPT32.dll MSASN1.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll clbcatq.dll wbemprox.dll wbemcomn.dll bcrypt.dll CRYPTSP.dll rsaenh.dll wbemsvc.dll fastprox.dll bthprops.cpl BluetoothApis.dll comctl32.dll","42","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","4","2644","164","164","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"vmware-hostd","3152","services","712","VMwareHostd [Auto Start By LocalSystem]
","1/7/2020 12:20:42 AM","01:05:34.4223467","4.625","00:00:04.6250000","[Listen] ::1;8307 <--> ::;0 [12/31/1600 19:00:00]
[Listen] ::;443 <--> ::;0 [12/31/1600 19:00:00]
[Listen] 127.0.0.1;8307 <--> 0.0.0.0;0 [12/31/1600 19:00:00]
[Listen] 0.0.0.0;443 <--> 0.0.0.0;0 [12/31/1600 19:00:00]","4",,"C:\Program Files (x86)\VMware\VMware Workstation\vmware-hostd.exe","51286016","48.91 MB","21AB28EABBAFC41E7FF4F318D03785274EB842DCD8BDED814155FB29413769D7","968970C359F148B1F3670A41C48B4DC47B1478A9","Valid","VMware",,,,,"vmware-hostd.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","12","2452","447","447","NT AUTHORITY\SYSTEM","S-1-5-18","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"WUDFHost","3496","svchost","888",,"1/7/2020 12:20:42 AM","01:05:33.7319680","0.09375","00:00:00.0937500",,"0",,"C:\Windows\System32\WUDFHost.exe","5713920","5.45 MB","8E5A9E595F24D07206791817972FE475A0D66F3ABB9CFDDC8FB50203AD449DAE","DF3B9B7E5AEA1AA0B82EA25F542A6A00963AB890","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Windows Driver Foundation - User-mode Driver Framework Host Process","WUDFHost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll RPCRT4.dll combase.dll sechost.dll DEVOBJ.dll WUDFPlatform.dll SspiCli.dll msvcrt.dll cfgmgr32.dll advapi32.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll WpdFs.dll USER32.dll GDI32.dll wmvcore.dll WMASF.DLL OLEAUT32.dll WUDFx.dll ole32.dll clbcatq.dll portabledeviceclassextension.dll PortableDeviceTypes.dll PROPSYS.dll SETUPAPI.dll WINTRUST.dll CRYPT32.dll MSASN1.dll","32","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","8","3196","213","213","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"WmiPrvSE","3720","svchost","812",,"1/7/2020 12:20:43 AM","01:05:33.3882156","3.765625","00:00:03.7656250",,"0",,"C:\Windows\system32\wbem\wmiprvse.exe","17227776","16.43 MB","B22C275EC3F8D2DBCC9BD3666C1E125F07B87F0CC14B544F63182DDCEE7F2A38","E85459B23C232DB3CB94C7A56D47678F58E8E51E","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.10586.117","WMI Provider Host","wmiprvse.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll FastProx.dll NCObjAPI.DLL wbemcomn.dll combase.dll bcrypt.dll WS2_32.dll sechost.dll RPCRT4.dll NSI.dll SspiCli.dll advapi32.dll user32.dll GDI32.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll clbcatq.dll OLEAUT32.dll CRYPTSP.dll rsaenh.dll wbemsvc.dll wmiutils.dll cimwin32.dll powrprof.dll framedynos.dll IPHLPAPI.DLL WINNSI.DLL dhcpcsvc6.DLL dhcpcsvc.DLL DNSAPI.dll perfos.dll winbrand.dll schannel.DLL CRYPT32.dll MSASN1.dll wkscli.dll cscapi.dll DEVOBJ.dll cfgmgr32.dll wtsapi32.dll WINSTA.dll mswsock.dll rasadhlp.dll tscfgwmi.dll ole32.dll SHELL32.dll REGAPI.dll ncrypt.dll NETAPI32.dll DSPARSE.dll SHLWAPI.dll NTASN1.dll netutils.dll srvcli.dll DSROLE.DLL cfgbkend.dll ATL.DLL UTILDLL.dll SETUPAPI.dll SAMCLI.DLL LOGONCLI.DLL BROWCLI.DLL NetTCPIP.dll fwpuclnt.dll wmitomi.dll mi.dll miutils.dll wbemprox.dll","73","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","10","5136","343","343","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
"NisSrv","4232","services","712","WdNisSvc [Manual Start By NT AUTHORITY\LocalService]
","1/7/2020 12:20:47 AM","01:05:29.2068168","1.4375","00:00:01.4375000",,"0",,,"8151040","7.77 MB",,,,,,,,,,"0","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","8",,"281","281","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","PHOENIX","12718791-cad4-4b97-824c-6560b8b45a77","True"
